인덱스,공모전명,기업명,기업형태,시상규모,공모분야,참여대상,접수기간,활동혜택
98778,2022 경기북부 작은연구 지원사업 참여자 모집,"경기도, 의정부시 / 의정부문화재단",공공기관/공기업,2억 3000만 원,기획/아이디어,"대학생, 직장인/일반인",22.8.10 ~ 22.8.21,기타
98780,2022 국제 퀀트 모의투자 대회 Global Alphathon,WorldQuant,중소기업,4000만 원,기타,대상 제한 없음,22.8.1 ~ 22.9.23,기타
98781,2022 엘라밴드 SNS 콘텐츠 공모전,엘라밴드 / (주)다나음,중소기업,200만 원,사진/영상/UCC,대상 제한 없음,22.8.10 ~ 22.10.10,기타
98785,2022 VISITSEOUL 59초 영상 공모전,서울관광재단,비영리단체/협회/재단,2300만 원,사진/영상/UCC,대상 제한 없음,22.8.8 ~ 22.9.16,기타
98786,2022 코리아드림컨테스트,사단법인 희망청소년복지재단,비영리단체/협회/재단,850만 원,사진/영상/UCC,대상 제한 없음,22.8.8 ~ 22.11.11,기타
98788,2022년 제1회 가나안근로복지관 중증장애인생산품 홍보를 위한 아이디어 공모전,가나안근로복지관,기타,280만 원,기획/아이디어,대상 제한 없음,22.8.5 ~ 22.9.2,기타
98820,넷제로 영상공모전 LET'S ZERO NET ZERO,(주)파나시아,중소기업,1000만 원,사진/영상/UCC,대상 제한 없음,22.9.1 ~ 22.10.7,기타
98834,2022 민주주의 창작공모전(~9/6),민주화운동기념사업회,비영리단체/협회/재단,4970만 원,사진/영상/UCC,대상 제한 없음,22.6.7 ~ 22.9.6,기타
98847,2022 제 1회 ETN 연예TV 채널 홍보 영상 공모전,예당미디어,중소기업,500만 원,사진/영상/UCC,대상 제한 없음,22.8.2 ~ 22.8.31,기타
98874,2022 산학 프로젝트 챌린지,2022년 산학 프로젝트 챌린지,공공기관/공기업,5000만 원,학술,대학생,22.7.19 ~ 22.8.18,상장 수여
98888,‘다다익스 윙즈’ 서비스 SNS 광고 영상 제작 콘테스트,(주)슬레이트미디어,스타트업,200만 원,사진/영상/UCC,대상 제한 없음,22.8.5 ~ 22.9.22,실제상용화
98910,우리 새말은 어떻게 만들었을까요? (한 줄 후기 공모전),사단법인 한글문화연대,비영리단체/협회/재단,100만 원,문학/시나리오,대상 제한 없음,22.8.8 ~ 22.9.4,기타
98921,2022 시원스쿨랩 영상공모전,(주)골드앤에스,중소기업,1000만 원,광고/마케팅,대상 제한 없음,22.8.8 ~ 22.8.31,기타
98931,제4회 해양오염예방 콘텐츠 공모전,해양경찰청,중소기업,660만 원,사진/영상/UCC,대상 제한 없음,22.8.10 ~ 22.10.31,"기타, 상장 수여"
98932,"당신에게 필요한 맞춤형 차, 레이EV를 활용한 PBV 아이디어 공모전 개최 (총 상금 4,400만원 규모!)",기아,중소기업,4400만 원,기획/아이디어,"대학생, 직장인/일반인",22.7.18 ~ 22.10.16,기타
98939,2022 대구시설공단 옛날 사진 공모전(기간연장),대구시설공단,공공기관/공기업,300만 원,사진/영상/UCC,대상 제한 없음,22.5.1 ~ 22.8.31,상장 수여
98942,2022 숏비디오앱 직톡 세로영상 공모전 “나의 방학일지”,버드케인,중소기업,180만 원,사진/영상/UCC,"청소년, 대학생",22.8.8 ~ 22.8.12,기타
98945,외국어 대신 우리말 쓴 기관 칭찬하기,사단법인 한글문화연대,비영리단체/협회/재단,300만 원,기타,대상 제한 없음,22.8.8 ~ 22.9.11,기타
98949,"동학농민혁명 스토리(웹툰, 웹소설) 공모전 (~11/7)",공모전사무국,기타,-,기획/아이디어,대상 제한 없음,22.10.4 ~ 22.11.7,기타
98951,2022 뉴스빅데이터 해커톤,한국언론진흥재단,비영리단체/협회/재단,1200만 원,기획/아이디어,대상 제한 없음,22.8.5 ~ 22.9.5,상장 수여
98959,알바몬 제1회 '알바력 뽐내기 대회',잡코리아(유),중견기업,500만 원,사진/영상/UCC,대상 제한 없음,22.8.8 ~ 22.8.28,기타
98978,2022 Little Ambassador 선발 공모전,"국가보훈처, 품앗이운동본부",공공기관/공기업,-,문학/시나리오,청소년,22.6.13 ~ 22.8.31,기타
98980,2022제6호 다선문학 공모,(사)한국다선문인협회 / (사)한국다선예술인협회,비영리단체/협회/재단,-,문학/시나리오,대상 제한 없음,22.6.30 ~ 22.8.20,기타
98982,제1회 위즈덤하우스 어린이청소년 판타지문학상 공모전,위즈덤하우스,중소기업,5000만 원,문학/시나리오,대상 제한 없음,22.7.13 ~ 22.12.31,기타
98983,2022년 제3회 팔거백일장 공모전,팔거역사문화연구회,비영리단체/협회/재단,-,문학/시나리오,대상 제한 없음,22.8.20 ~ 22.9.10,기타
98986,제10회 등대문학상,"해양수산부 / 울산지방해양수산청, 울산항만공사, 한국항로표지기술원",공공기관/공기업,2750만 원,문학/시나리오,대상 제한 없음,22.8.10 ~ 22.9.13,기타
98988,제7회 청년이야기대상,좋은생각사람들,중소기업,1100만 원,문학/시나리오,"대학생, 직장인/일반인",22.6.10 ~ 22.9.15,기타
98992,2022 대전세종 관광 스타기업 공모전,대전시청 / 대전관광공사,공공기관/공기업,9000만 원,창업,대상 제한 없음,22.8.3 ~ 22.8.10,기타
98993,2022 강소도시의 테크놀로지_지속가능한 미래도시의 제안,서울대학교 건축학과,기타,1억 4000만 원,건축/건설/인테리어,대학생,22.8.1 ~ 22.10.15,기타
98998,2022 대한민국 대학생 광고대회 (KOSAC),문화체육관광부 / 한국광고총연합회,공공기관/공기업,1500만 원,기획/아이디어,대학생,22.10.24 ~ 22.10.31,기타
98999,2022 모의ICT 분쟁조정 경연대회,"과학기술정보통신부 / 한국인터넷진흥원,전자문서,전자거래분쟁조정위원회,인터넷주소분쟁조정위원회",비영리단체/협회/재단,1350만 원,과학/공학,대학생,22.8.8 ~ 22.8.19,기타
99000,2022 대한민국 청년 평화플러스 오픈랩 프로젝트,"대한민국시도지사협의회, 인천시, 강원도 / 사회적기업 (주)공감만세, 재단법인 피스윈즈코리",비영리단체/협회/재단,3700만 원,기획/아이디어,"대학생, 직장인/일반인",22.8.8 ~ 22.9.4,기타
99001,버프툰xMBCxSBA 콘텐츠의 경계를 넘다. 선 넘는 공모전,"엔씨소프트 버프툰, 문화방송(MBC), 서울산업진흥원(SBA)",중견기업,2억 원,디자인/순수미술/공예,대상 제한 없음,22.9.14 ~ 22.9.28,기타
99002,2022 제주 소상공인 영상 공모전,제주특별자치도경제통상진흥원 소상공인경영지원센터,기타,300만 원,사진/영상/UCC,대상 제한 없음,22.9.5 ~ 22.10.7,기타
99003,SDGs Design International Awards 2022,"일본 규슈대학교 대학원 예술공학연구원 SDGs디자인유닛, 동서대학교 아시아미래디자인연구소",기타,500만 원,디자인/순수미술/공예,"청소년, 대학생",22.6.15 ~ 22.9.30,기타
99004,원격로봇대전 CoPlay 2022,경기창조경제혁신센터 / ㈜팀그릿,기타,100만 원,과학/공학,대상 제한 없음,22.8.8 ~ 22.8.19,기타
99016,"""넥스트 패션을 이끌 주인공을 찾습니다"" - 무신사 패션 장학생 2기 모집 공고",주식회사 무신사,중소기업,300만 원,디자인/순수미술/공예,대학생,22.8.9 ~ 22.8.26,"입사시 가산점, 기타"
99018,[물류산업진흥재단] 2022 물류 스타트업 경진대회,재단법인 물류산업진흥재단,비영리단체/협회/재단,1800만 원,창업,대상 제한 없음,22.8.8 ~ 22.9.2,기타
99040,2022년 품바 패션 공모전,음성품바축제,비영리단체/협회/재단,440만 원,디자인/순수미술/공예,"대학생, 직장인/일반인",22.8.10 ~ 22.9.10,기타
99057,건양사이버대 소상공인 온라인 스토어 개설 무료교육과정 교육생 모,건양사이버대학교,기타,-,광고/마케팅,직장인/일반인,22.8.1 ~ 22.8.29,기타
99059,2022 핀업디자인어워드 PIN UP DESIGN AWARDS,한국산업디자이너협회,비영리단체/협회/재단,-,디자인/순수미술/공예,직장인/일반인,22.8.4 ~ 22.10.17,"기타, 상장 수여"
99089,부산광역시 여성문화회관 「2022년 경력단절예방 사진 공모전」,(주)빛솔인재개발원,중소기업,55만 원,사진/영상/UCC,대상 제한 없음,22.8.8 ~ 22.8.28,"해외연수, 전시기회, 기타"
99130,2022 서울가족이 함께하는 온(溫)그림 공모전,서울시가족센터,공공기관/공기업,-,디자인/순수미술/공예,대상 제한 없음,22.7.26 ~ 22.8.22,기타
99131,제3회 대전블루스 유튜브 영상 공모전,대전광역시,공공기관/공기업,1020만 원,사진/영상/UCC,대상 제한 없음,22.8.8 ~ 22.10.31,"기타, 상장 수여"
99133,2022년 제2회 데일리팜 약대생 콘텐츠 공모전_2차,(주)데일리팜,공공기관/공기업,1700만 원,사진/영상/UCC,대학생,22.8.9 ~ 22.9.25,기타
99136,2022년 제2회 메디칼타임즈 의대생 콘텐츠 공모전_2차,(주)메디칼타임즈,중소기업,1700만 원,사진/영상/UCC,대학생,22.8.9 ~ 22.9.25,기타
99138,2022년 장사(葬事)정책 아이디어 제안 공모전,보건복지부 / 한국장례문화진흥원,공공기관/공기업,300만 원,기획/아이디어,대상 제한 없음,22.8.17 ~ 22.8.26,기타
99140,제6회 십분발휘 짧은소설 공모전,나비날다책방,중소기업,-,문학/시나리오,대상 제한 없음,22.8.9 ~ 22.8.15,기타
99142,2022 한복문화주간 한복 나눔 사연 공모전,문화체육관광부 / 한국공예‧디자인문화진흥원,공공기관/공기업,-,예체능/패션,직장인/일반인,22.8.4 ~ 22.8.21,기타
99146,KH그룹 · iHQ 칸배 여자오픈 트로피 & 우승자켓 대학생 디자인 공모전,KH그룹 / iHQ,중소기업,500만 원,디자인/순수미술/공예,대학생,22.8.9 ~ 22.9.2,기타
99170,2022 갤러리K 제휴작가 선정공모전,(주)갤러리K,중소기업,-,디자인/순수미술/공예,"대학생, 직장인/일반인",22.7.1 ~ 22.8.24,기타
99171,제12회 부산실버영상제 영상공모전,"부산광역시,(사)부산광역시노인종합복지관협회 / 부산실버영상제조직위원회, 부산시청자미디어센터",공공기관/공기업,1020만 원,사진/영상/UCC,대상 제한 없음,22.8.10 ~ 22.8.16,기타
99172,한강터널 TBM 네이밍 공모전,"국토교통부 / 한국도로공사, 현대건설",공공기관/공기업,200만 원,네이밍/슬로건,대상 제한 없음,22.7.27 ~ 22.8.21,기타
99173,제29회 우리 꽃 전시회 공모전,산림청 / 국립수목원,공공기관/공기업,1040만 원,전시/페스티벌,대상 제한 없음,22.8.1 ~ 22.8.21,기타
99174,2022년 산업단지 규제개선 국민참여 아이디어 공모전,한국산업단지공단,공공기관/공기업,500만 원,기획/아이디어,대상 제한 없음,22.7.25 ~ 22.8.24,기타
99175,일쉼동체 2022 일·생활 균형 사진·영상 공모전,고용노동부,공공기관/공기업,1000만 원,사진/영상/UCC,대상 제한 없음,22.8.8 ~ 22.9.4,기타
99176,에코수영 홍보 영상콘텐츠 공모전,수영구청,공공기관/공기업,110만 원,사진/영상/UCC,"청소년, 직장인/일반인",22.7.11 ~ 22.9.30,기타
99177,2022년 안전공존 교통문화 실천사례 공모,한국교통안전공단,공공기관/공기업,130만 원,기획/아이디어,대상 제한 없음,22.8.1 ~ 22.8.31,기타
99178,제5회 경기도 하남시 시민 사진공모전,사단법인 한국예총(경기도연합회하남지회) / 사단법인한국사진작가협회(하남지부),비영리단체/협회/재단,210만 원,사진/영상/UCC,대상 제한 없음,22.9.1 ~ 22.9.30,기타
99179,2022 구디스튜디오 캐릭터 공모전,(주)구디스튜디오,중소기업,100만 원,캐릭터/만화/게임,"대학생, 직장인/일반인",22.8.5 ~ 22.8.19,"인턴/정규직채용, 기타"
99180,경력단절예방 인식개선 이모티콘(캐릭터) 공모전,관악여성새로일하기센터,기타,60만 원,캐릭터/만화/게임,대상 제한 없음,22.8.8 ~ 22.8.28,기타
99181,제5회 TEXTOM&钛思通 빅데이터 분석 공모전,(주)더아이엠씨 / (사)한국데이터사이언스학회,중소기업,580만 원,과학/공학,대학생,22.8.1 ~ 22.11.30,기타
99182,제30회 눈높이아동문학대전,대교문화재단,비영리단체/협회/재단,6650만 원,문학/시나리오,대상 제한 없음,22.6.1 ~ 22.8.31,기타
99183,제19회 황순원문학제 백일장,양평군•경희대학교•중앙일보 / 사단법인 황순원기념사업회황순원문학촌 소나기마을,공공기관/공기업,320만 원,문학/시나리오,청소년,22.6.15 ~ 22.8.15,"기타, 상장 수여"
99184,"2022 가람청년시문학상, 최명희청년소설문학상 공모전",전북대신문사 ․ 혼불기념사업회(최명희문학관),비영리단체/협회/재단,800만 원,문학/시나리오,"청소년, 대학생",22.8.8 ~ 22.8.31,기타
99186,[이벤트] 트롬곰과 함께하는 6쾌한 6모션 <AR 댄스 인증 EVENT>,LG전자,대기업,-,사진/영상/UCC,대상 제한 없음,22.8.2 ~ 22.9.2,기타
99188,2022 대한민국 대학생 광고대회 (KOSAC),(사)한국광고총연합회,공공기관/공기업,1500만 원,기획/아이디어,대학생,22.10.24 ~ 22.10.31,"인턴/정규직채용, 상장 수여"
99245,2022 문화도시부평 <지역 뮤지션 앨범 제작 지원사업> 모집공고,부평구문화재단,비영리단체/협회/재단,8000만 원,예체능/패션,대상 제한 없음,22.8.5 ~ 22.8.18,기타
99252,2022 세이브더칠드런 아동권리영화제 단편영화공모전,세이브더칠드런,비영리단체/협회/재단,900만 원,사진/영상/UCC,대상 제한 없음,22.7.22 ~ 22.9.5,기타
99263,[한국산림복지진흥원] 녹색자금 사업 공모전 복권기금 4행시 이벤트 국민 투표 이벤트(~8/17),디자인오아시스,중소기업,9만 원,네이밍/슬로건,대상 제한 없음,22.8.10 ~ 22.8.17,기타
99272,2022 대학생 정부광고 크리에이티브 페스티벌 국민투표 이벤트(~8/15),한국언론진흥재단,비영리단체/협회/재단,-,기타,대상 제한 없음,22.8.4 ~ 22.8.15,기타
99292,2022 제1회 창작터 메이커톤,링크솔루션(경기문화창조허브),공공기관/공기업,180만 원,기획/아이디어,"대학생, 직장인/일반인",22.8.5 ~ 22.8.24,기타
99301,인천 공공기관 홍보영상 콘텐츠 공모전 (기간연장),(주)슬레이트미디어,스타트업,1000만 원,사진/영상/UCC,"대학생, 직장인/일반인",22.8.25 ~ 22.10.24,상장 수여
99309,[추천공모전] 제4회 수소에너지 바로알기 공모전 (~9/8),공모전사무국,기타,-,기획/아이디어,대상 제한 없음,22.8.10 ~ 22.9.8,기타
99314,2022 미래 연제 일러스트 공모전,비에이비,기타,1000만 원,디자인/순수미술/공예,"대학생, 직장인/일반인",22.8.9 ~ 22.9.5,실제상용화
99316,[경기연구원] 도도한 연구 공모전 (~8/28),경기연구원,공공기관/공기업,5400만 원,학술,대상 제한 없음,22.7.27 ~ 22.8.28,상장 수여
99317,[한국보건복지인재원] 일자리교육 진로탐색 웹세미나 SNS 소문내기 이벤트!(~8/19),디자인오아시스,중소기업,14만 원,기획/아이디어,대상 제한 없음,22.8.10 ~ 22.8.17,기타
99320,"DX Camp, 16주 데이터 창업지원 프로그램!",패스파인더,공공기관/공기업,1500만 원,기획/아이디어,"대학생, 직장인/일반인",22.8.10 ~ 22.8.21,"실제상용화, 상장 수여"
99331,강남구 그린스마트시티 아이디어 경진대회(공모전) 참가자 모집,강남구 | 에스이임파워 사회적협동조합,공공기관/공기업,1000만 원,과학/공학,대상 제한 없음,22.7.11 ~ 22.8.19,"입사시 가산점, 상장 수여"
99350,응답하라 의림지 통합브랜드 네이밍 공모전,제천시청,공공기관/공기업,180만 원,네이밍/슬로건,대상 제한 없음,22.8.10 ~ 22.8.23,기타
99351,2022년 신규사업 아이디어 공모전,포스코엠텍,중소기업,450만 원,기획/아이디어,"대학생, 직장인/일반인",22.8.8 ~ 22.8.31,기타
99352,2022 서울뷰티위크 뷰티 비즈니스 밋업 피칭대회,서울특별시,공공기관/공기업,1650만 원,창업,대상 제한 없음,22.8.1 ~ 22.9.9,기타
99353,2022 충청남도 드론 영상 및 사진 공모전,충청남도,공공기관/공기업,1040만 원,사진/영상/UCC,대상 제한 없음,22.5.20 ~ 22.9.30,기타
99354,2022 제2회 전국 4.16 독서감상문 공모전,재단법인 416재단,비영리단체/협회/재단,145만 원,문학/시나리오,대상 제한 없음,22.8.10 ~ 22.10.23,기타
99356,2022 제1회 창작터 메이커톤 모집,"경기 콘텐츠진흥원,koc파트너스(KAIST동문펀드)",기타,180만 원,기획/아이디어,"대학생, 직장인/일반인",22.8.5 ~ 22.8.24,기타
99357,제23회 음성품바축제 전국품바가요제 참가자 모집,음성군축제추진위원회 / 음성예총,비영리단체/협회/재단,700만 원,전시/페스티벌,"대학생, 직장인/일반인",22.8.18 ~ 22.9.2,기타
99358,2022년 청소년 문화다양성 웹툰‧애니메이션 공모전,경상남도 / 경상남도청소년지원재단,공공기관/공기업,300만 원,캐릭터/만화/게임,"청소년, 대학생",22.9.1 ~ 22.9.30,기타
99359,2022 글로벌 품바 래퍼 경연대회,"음성군축제추진위원회, 음성예총 / 음성품바축제기획실무위원회",비영리단체/협회/재단,570만 원,예체능/패션,대상 제한 없음,22.8.18 ~ 22.9.2,기타
99360,모빌리티 사진 공모전 '인간과 테크놀로지의 공진화',HK+모빌리티 인문교양센터 / 건국대학교 모빌리티인문학 연구원,기타,220만 원,사진/영상/UCC,대상 제한 없음,22.8.10 ~ 22.8.31,기타
99367,[KB국민은행] 제 5회 KB국민은행 소프트웨어 경진대회 참가자 모집(~9/16),사피엔스4.0,기타,2000만 원,과학/공학,"청소년, 대학생",22.5.2 ~ 22.9.16,"기타, 상장 수여"
99368,협의회 마크 공모전,탄소중립생분해섬유소재산업협의회,비영리단체/협회/재단,140만 원,디자인/순수미술/공예,대학생,22.8.1 ~ 22.9.30,기타
99369,2023 청주독서대전 시민 제안 프로그램 공모,청주시립도서관,공공기관/공기업,210만 원,기획/아이디어,대상 제한 없음,22.8.10 ~ 22.8.31,기타
99370,제4회 아름다운 태양광 사진 공모전,한국태양광공사협회,비영리단체/협회/재단,760만 원,사진/영상/UCC,대상 제한 없음,22.7.20 ~ 22.10.5,기타
99371,날마다 좋은데이 유튜브 영상 공모전,무학,기타,1000만 원,사진/영상/UCC,"대학생, 직장인/일반인",22.8.1 ~ 22.9.11,기타
99372,제 6회 충북세계가족영화제 출품,충북세계가족영화제,기타,-,사진/영상/UCC,대상 제한 없음,22.7.25 ~ 22.9.5,기타
99373,2022년 닥터스팟HUV공기살균기 애니메이션 or 웹툰 공모전,주식회사 한텍 / 닥터스팟,중소기업,-,캐릭터/만화/게임,대상 제한 없음,22.7.22 ~ 22.8.22,기타
99407,[포스코엠텍] 제1회 신규사업 아이디어 공모전,(주)포스코엠텍,대기업,300만 원,기획/아이디어,"대학생, 직장인/일반인",22.8.8 ~ 22.8.31,기타
99424,2022 파주연천 청소년 영상공모전,파주시청소년재단,공공기관/공기업,600만 원,사진/영상/UCC,"청소년, 대학생",22.7.4 ~ 22.9.14,기타
99443,[OFFNODE SPACE 디지털 전시 작가 상시모집],J&V Ventures,스타트업,-,전시/페스티벌,대상 제한 없음,22.8.11 ~ 상시모집,기타
99444,[공모전] 2022 미래한국 아이디어 공모전,한국발명진흥회,비영리단체/협회/재단,2360만 원,기획/아이디어,대상 제한 없음,22.6.30 ~ 22.8.19,"기타, 상장 수여"
99447,단편영화제 제3회 신촌이미지페스티벌 작품 공모,신촌이미지플랫폼,스타트업,110만 원,사진/영상/UCC,"대학생, 직장인/일반인",22.8.11 ~ 22.9.18,"해외연수, 전시기회, 상장 수여"
99458,2022 알쥬 캐릭터 공모전,올바른마음,중소기업,320만 원,캐릭터/만화/게임,대상 제한 없음,22.8.12 ~ 22.9.12,기타
99477,2022 광주 관광스타트업 공모전,광주관광기업지원센터,공공기관/공기업,6500만 원,기획/아이디어,대상 제한 없음,22.8.22 ~ 22.8.30,"실제상용화, 기타"
99532,2023 서울도시건축비엔날레 서울 100년 마스터플랜전 아이디어 공모 (참여작가 모집),서울시 도시공간기획과 / 서울시 도시공간기획과 도시공간교류팀,공공기관/공기업,-,건축/건설/인테리어,대상 제한 없음,22.8.26 ~ 22.9.15,기타
99533,"제 1회 금연 공감 문화제 '청소년, 대학생 흡연예방 및 금연문화조성을 위한 공모전'",경기도 / 경기도금연사업지원단(을지대학교 산학협력단),공공기관/공기업,400만 원,디자인/순수미술/공예,"청소년, 대학생",22.8.8 ~ 22.8.31,기타
99534,저탄소 한우 슬로건 공모전,주식회사 케이푸드 x 농협안심축산,중소기업,-,네이밍/슬로건,대상 제한 없음,22.8.10 ~ 22.9.9,기타
99535,상상유니브X농심 '라투더면투더레시피' 짜파게티 레시피 공모전,상상유니브,중소기업,90만 원,광고/마케팅,대학생,22.8.8 ~ 22.9.12,기타
99536,2022 평택북부장애인복지관 장애인식개선 사생대회,평택북부장애인복지관,기타,-,디자인/순수미술/공예,청소년,22.7.25 ~ 22.8.26,기타
99537,2022 신재생에너지 스마트팜 아이디어 공모전,"충청북도청, 괴산군 / (재)충북테크노파크, 충북넷",공공기관/공기업,470만 원,기획/아이디어,대상 제한 없음,22.8.8 ~ 22.9.20,기타
99539,2022 강원지역 평화-여름 공모전 (평화 답사기행문·평화 문서에세이·평화 영화감상평),강원대학교 통일강원연구원,기타,880만 원,문학/시나리오,대학생,22.6.6 ~ 22.8.15,기타
99540,2022년 패션 라이프 드폴 대학생 공모전,드폴 / 하우시스 오느른,기타,-,예체능/패션,대학생,22.8.11 ~ 22.8.15,기타
99541,2022 제3회 노작 청소년 스마트폰 시낭송 공모전,노작홍사용문학관,기타,490만 원,사진/영상/UCC,청소년,22.6.28 ~ 22.8.29,기타
99555,글로벌 지속가능 공정관광 공모전,서울관광재단,비영리단체/협회/재단,-,사진/영상/UCC,대상 제한 없음,22.7.21 ~ 22.8.21,기타
99556,제1회 홈스타일링 렌더링 공모전 (기간연장),(주)인테리어티져,중소기업,140만 원,건축/건설/인테리어,"대학생, 직장인/일반인",22.7.5 ~ 22.8.31,기타
99557,2022 동남권 메가시티 창업아이디어 경진대회,"부산광역시, 울산광역시, 경상남도",공공기관/공기업,1억 원,창업,대상 제한 없음,22.8.8 ~ 22.9.2,기타
99558,2022 제14회 대전 창작 희곡 공모,(사)한국연극협회 대전광역시지회,비영리단체/협회/재단,1800만 원,문학/시나리오,직장인/일반인,22.8.29 ~ 22.9.7,기타
99559,2022 SF스토리 공모전,(주)동아사이언스,중소기업,1500만 원,문학/시나리오,대상 제한 없음,22.8.1 ~ 22.9.30,기타
99562,2022년 탄소 + 드론 아이디어 챌린지 참가자 모집 공고,(사)캠틱종합기술원,비영리단체/협회/재단,1000만 원,기획/아이디어,대학생,22.7.28 ~ 22.8.19,기타
99578,2022년 해양관광상품 아이디어 공모전,한국해양재단,기타,-,기획/아이디어,직장인/일반인,22.8.8 ~ 22.9.2,기타
99589,제2회 금천패션영화제 경쟁부문 작품 공모,금천패션영화제 조직위원회,공공기관/공기업,2400만 원,사진/영상/UCC,대상 제한 없음,22.7.12 ~ 22.8.31,기타
99591,충남 사회적경제 IMPACT IR 경연대회 SHOW ME THE IMPACT2,(주)청그라미,비영리단체/협회/재단,3000만 원,기타,"대학생, 직장인/일반인",22.7.18 ~ 22.8.19,기타
99593,2022년 임산부배려 한컷카툰 공모 (기간연장),인구보건복지협회,비영리단체/협회/재단,230만 원,캐릭터/만화/게임,대상 제한 없음,22.7.13 ~ 22.9.4,입사시 가산점
99598,[﻿코리아타임스] 제18회 코리아타임스 대학생 경제 에세이 콘테스트,코리아타임스,외국계기업,1300만 원,문학/시나리오,대상 제한 없음,22.8.12 ~ 22.10.16,상장 수여
99602,2022년도 제2회 청소년참여예산제 아이디어 공모전 안내,성남시청소년재단 분당야탑청소년수련관,공공기관/공기업,60만 원,기획/아이디어,"청소년, 대학생",22.8.12 ~ 22.8.27,"실제상용화, 상장 수여"
99607,월드클래스 혁신 아이디어톤,인크루트 주식회사,중견기업,200만 원,기획/아이디어,"대학생, 직장인/일반인",22.8.10 ~ 22.8.31,"인턴/정규직채용, 기타"
99617,[추천공모전]제21회 국립공원 사진공모전(~8/31),국립공원공단,공공기관/공기업,4000만 원,사진/영상/UCC,대상 제한 없음,22.8.1 ~ 22.8.31,기타
99628,"2022 희망이음 경진대회(강원, 경기)",(재)강원테크노파크,공공기관/공기업,2500만 원,기획/아이디어,"청소년, 대학생",22.8.16 ~ 22.9.30,"실제상용화, 기타"
99630,[경기문화재단] 2022 경기청소년 공연예술 경연대회 경기틴즈스타,수퍼씨,중소기업,500만 원,사진/영상/UCC,청소년,22.8.1 ~ 22.8.30,기타
99632,제1회 밴드경연대회,레디포유,중소기업,2150만 원,예체능/패션,대상 제한 없음,22.8.1 ~ 22.8.30,기타
99635,2022 서울뷰티위크 비즈니스 밋업 피칭대회,온페이퍼크리에이티브,중소기업,300만 원,창업,대상 제한 없음,22.8.1 ~ 22.9.18,"기타, 상장 수여"
99644,「보건복지 온라인 명강사 시즌2」 공모전,한국보건복지인재원,공공기관/공기업,640만 원,기획/아이디어,"대학생, 직장인/일반인",22.8.3 ~ 22.8.28,"실제상용화, 상장 수여"
99645,모비데이즈 영 마케터스 챔피언십(Mobidays Young Marketers Championship),모비데이즈,중소기업,1800만 원,광고/마케팅,대학생,22.8.29 ~ 22.9.5,"입사시 가산점, 상장 수여"
99653,2022 콘텐츠 플래그쉽 스토어(스페이스 울산바이브),옥수수콘 주식회사,중소기업,-,사진/영상/UCC,대상 제한 없음,22.8.8 ~ 22.9.26,기타
99657,2022년 AI프리인턴십 4기 참가청년 모집,성남시청소년재단,비영리단체/협회/재단,-,과학/공학,"대학생, 직장인/일반인",22.8.8 ~ 22.8.23,기타
99662,2022년 한국FPSB 콘텐츠 공모전,한국FPSB,비영리단체/협회/재단,900만 원,사진/영상/UCC,대상 제한 없음,22.8.1 ~ 22.9.23,상장 수여
99668,2022 서울교육 유튜브 영상 공모전,휴비즈,중소기업,720만 원,사진/영상/UCC,대상 제한 없음,22.8.16 ~ 22.9.15,기타
99686,제6회 벤처창업아이템 경진대회,한국폴리텍대학,공공기관/공기업,1520만 원,기획/아이디어,청소년,22.7.18 ~ 22.8.19,"기타, 상장 수여"
99687,[롯데지주] 밸유 for ESG 봉사활동팀 모집,롯데지주,대기업,340만 원,기획/아이디어,대학생,22.8.17 ~ 22.9.6,"기타, 상장 수여"
99688,제3회 푸코와 함께 하는 사이버폭력 예방 아이디어 공모전,푸른나무재단,비영리단체/협회/재단,1000만 원,기획/아이디어,"청소년, 대학생",22.8.12 ~ 22.9.17,"기타, 상장 수여"
99689,[총 상금 1억원] 2022년 스마트농업 AI 경진대회,(주)인공지능팩토리,스타트업,1억 원,과학/공학,"대학생, 직장인/일반인",22.8.12 ~ 22.8.28,기타
99691,2022 H!GH HERITAGE 메타버스 맵 메이킹 대회,와이비에스에듀 사회적협동조합,중소기업,-,기타,청소년,22.8.12 ~ 22.9.12,"기타, 상장 수여"
99698,2022 화학창의콘텐츠 공모전 (이모티콘/웹툰·카드뉴스)(~9/15),한국화학연구원,기타,1380만 원,디자인/순수미술/공예,대상 제한 없음,22.8.8 ~ 22.9.15,기타
99702,2022 서울산업진흥원xiHQ 주관 숏폼 콘텐츠 기획 공모전,(주)아이에이치큐,중견기업,1000만 원,사진/영상/UCC,대상 제한 없음,22.8.10 ~ 22.9.30,상장 수여
99730,제3회 푸코와 함께하는 사이버폭력 예방 아이디어 공모전,푸른나무재단,비영리단체/협회/재단,1000만 원,기획/아이디어,"청소년, 대학생",22.8.12 ~ 22.9.17,"기타, 상장 수여"
99732,청소년 경제알기 UCC 공모전,한국은행,금융권,1150만 원,사진/영상/UCC,"청소년, 대학생",22.9.5 ~ 22.10.28,기타
99735,2022 우리 농산물 과채류 매력 알리기 콘텐츠 챌린지,농협경제지주,금융권,1000만 원,사진/영상/UCC,대상 제한 없음,22.7.1 ~ 22.9.30,기타
